"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "id"
0.248593847803238 0.99853675345173 0.416360048586503 0.621080421394817 -0.0460465527571472 1.11630893952442 0.696130485910329 0.981228266134535 0.697351930281029 -0.0183589883232069 1
0.220853813406641 0.932116677415215 -0.229273722921572 0.415511945118589 0.731288244251447 0.748692731128504 0.303419758401611 0.402394548631846 0.633217859105316 0.482864109894251 3
0.993145050745614 1.03366529759914 0.635449573223564 0.729332982926032 0.318702023807869 0.651668730951757 0.5649392225501 -0.486859149861684 0.229585440143378 0.203914129569046 2
-0.0290343358207827 0.466930465300534 0.442663495557135 0.580781847097607 1.05007076910697 0.323364160599648 0.450845207386812 0.264940457371867 1.09405190537461 0.0697542438241188 NA
1.05687834572985 0.701839619218896 0.0881285580580003 0.327580438738704 0.549424048754401 0.83304862338551 0.296082428994238 0.0110766448921955 0.842051621782502 0.0827274002420615 2
0.738998493539464 1.09748526883438 0.109603920248234 0.576661728025556 0.707171800601927 0.594604116595776 0.612641502184407 -0.156012057472832 0.381279251132177 0.552846260277548 2
0.202189739483255 0.236207612662509 0.800570385672101 0.693858755739295 1.34457598524261 0.293335747876119 0.0321491247108598 0.345815295852545 0.914916880313705 0.182693389046437 3
0.305740830542324 1.00933263369565 0.0419166608775491 0.478207028613317 0.67342292143721 0.383771934586527 0.131980257119136 0.717167918652003 0.764479850765949 0.494942321431788 1
0.118742623815911 0.784511170531439 -0.0579198552721084 0.877858347736586 0.442946712515779 0.41077826626339 0.690166319234917 1.07157608090165 0.794756299297493 -0.0863315932528413 1
0.322283332930095 0.639490547592977 0.487959537772888 0.3282686717994 0.496061469363723 0.277197729216722 0.490399688657683 0.823716073209537 0.582341672713747 1.31226386629176 5
0.319167958373844 0.733432629551088 -0.0629826609826642 0.170741563372298 0.388865170948924 0.438679072173216 0.0922994827845574 1.1736258938767 0.413554677621456 -0.162713695486305 1
